text,label
Your password expires today. Reset at http://account-reset-eeyvhd.xyz/password,1
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-zcmyoh.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-wsuakh.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-onlbtx.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-jsbqjt.xyz/password,1
Your subscription has been renewed. Receipt attached for your records.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-fmedpo.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-tnglnq.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-bmouqt.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-kmjnhx.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-ktxyhz.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-tkvrpn.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ogoqye.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-isxeno.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-xkcrup.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-iigcxl.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-dywokc.xyz/verify",1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-vwxtzd.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your password expires today. Reset at http://account-reset-smydtg.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-wonyad.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-gfdiys.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-ffrtzz.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-wtatyj.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ygxvek.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ocpwwl.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-nglern.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your bank account is at risk. Login at http://banking-secure-dvmghh.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-vgotni.com/winner,1
Your bank account is at risk. Login at http://banking-secure-gkvzxo.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-cobjrn.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-fbcokn.xyz/password,1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-pqmwth.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-lpyyjq.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-tmjuxe.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-txxzte.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-byjrfz.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-iurjis.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-bauaoo.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-lypbpp.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-qwakqy.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-rpmjtl.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-omtcxy.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-suummy.xyz/password,1
Your password expires today. Reset at http://account-reset-kzgflu.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-rcoelp.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-bgxdss.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-hvpsnt.xyz/verify",1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-ssazda.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-xtxowh.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-hyhdga.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-iktmdw.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-odmbie.com/winner,1
Your bank account is at risk. Login at http://banking-secure-bfakgs.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Congratulations! You won a prize. Claim at http://prize-claim-kzyqtw.com/winner,1
Your bank account is at risk. Login at http://banking-secure-bjccad.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-oigqxu.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-ezvrrx.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-czlsqp.com/winner,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
URGENT: Your PayPal account needs verification. Click http://paypal-abqcxo.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-pcacrp.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-hkhgca.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-eeeitc.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-tblqeb.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-sfregx.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Congratulations! You won a prize. Claim at http://prize-claim-dkrzot.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-pslxvm.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-ygcfph.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-ejbjhc.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-szfagc.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-dpjwtg.net to confirm.,1
Your subscription has been renewed. Receipt attached for your records.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-hshmja.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-uzdvcc.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-ixexof.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-cbgzxr.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-juajgi.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-vvipuu.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-pzplbv.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-yrjviw.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-wutdet.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-akxsgd.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-xcxkby.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-egcggd.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-dwyhnd.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-zzxdgb.com/winner,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-oygfcq.com/winner,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-hpfcaa.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-fesuml.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Congratulations! You won a prize. Claim at http://prize-claim-benbzj.com/winner,1
Your password expires today. Reset at http://account-reset-cvafxt.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-qcivnz.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-xyizkf.xyz/password,1
Your password expires today. Reset at http://account-reset-msqnhm.xyz/password,1
Congratulations! You won a prize. Claim at http://prize-claim-qwmmrv.com/winner,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-kwjncu.com/winner,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-garaok.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Your bank account is at risk. Login at http://banking-secure-tljssg.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your subscription has been renewed. Receipt attached for your records.,0
Congratulations! You won a prize. Claim at http://prize-claim-xptetn.com/winner,1
Your password expires today. Reset at http://account-reset-vucpnw.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-lfnyph.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-ktkqww.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-qmakok.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-fljzsd.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your bank account is at risk. Login at http://banking-secure-rcbehi.net to confirm.,1
URGENT: Your PayPal account needs verification. Click http://paypal-oftsye.com/update now.,1
Your password expires today. Reset at http://account-reset-qgivsd.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-concgt.xyz/verify",1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-amxmoi.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-ifokne.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-bbeyux.com/update now.,1
Congratulations! You won a prize. Claim at http://prize-claim-kdyllh.com/winner,1
Congratulations! You won a prize. Claim at http://prize-claim-emmsek.com/winner,1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-jsljay.xyz/password,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Congratulations! You won a prize. Claim at http://prize-claim-jcmgfy.com/winner,1
Your password expires today. Reset at http://account-reset-pvjtfl.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-oborwq.com/update now.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-fakqyr.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-udxoip.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Your password expires today. Reset at http://account-reset-qacbse.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-hjxvrv.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-mccrxr.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-irphfb.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-rmtlxt.com/update now.,1
Your password expires today. Reset at http://account-reset-aodyal.xyz/password,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your password expires today. Reset at http://account-reset-fviasc.xyz/password,1
Your password expires today. Reset at http://account-reset-xaeaqq.xyz/password,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
URGENT: Your PayPal account needs verification. Click http://paypal-wgeoak.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
URGENT: Your PayPal account needs verification. Click http://paypal-rlgjzq.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
URGENT: Your PayPal account needs verification. Click http://paypal-xrfbdj.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-tzvasv.com/update now.,1
Your password expires today. Reset at http://account-reset-qlkdir.xyz/password,1
Your password expires today. Reset at http://account-reset-bjlnil.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-qhpoxa.com/update now.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-djxjrv.xyz/password,1
Your bank account is at risk. Login at http://banking-secure-jztudw.net to confirm.,1
Your bank account is at risk. Login at http://banking-secure-gmxtcm.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your bank account is at risk. Login at http://banking-secure-apvugv.net to confirm.,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-gqvszw.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your bank account is at risk. Login at http://banking-secure-qadsef.net to confirm.,1
Congratulations! You won a prize. Claim at http://prize-claim-ixnndv.com/winner,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Congratulations! You won a prize. Claim at http://prize-claim-owyhns.com/winner,1
URGENT: Your PayPal account needs verification. Click http://paypal-jrjjqo.com/update now.,1
Your bank account is at risk. Login at http://banking-secure-bvcjhi.net to confirm.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Your subscription has been renewed. Receipt attached for your records.,0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-bghsqt.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
Congratulations! You won a prize. Claim at http://prize-claim-uvwyhx.com/winner,1
Your bank account is at risk. Login at http://banking-secure-kucgqu.net to confirm.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-opubyw.xyz/verify",1
Your password expires today. Reset at http://account-reset-xqduno.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-qmpmuy.xyz/verify",1
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-sycjks.xyz/verify",1
URGENT: Your PayPal account needs verification. Click http://paypal-mzhmlo.com/update now.,1
Your subscription has been renewed. Receipt attached for your records.,0
URGENT: Your PayPal account needs verification. Click http://paypal-vcjiep.com/update now.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
Your subscription has been renewed. Receipt attached for your records.,0
Your subscription has been renewed. Receipt attached for your records.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-axetat.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-pyfjrg.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-lybasj.net to confirm.,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-xwihnf.xyz/verify",1
Your bank account is at risk. Login at http://banking-secure-chqazx.net to confirm.,1
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
URGENT: Your PayPal account needs verification. Click http://paypal-nywevt.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Thanks for your order! Your package will arrive in 3-5 business days.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-wjoovq.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-hmaczn.com/update now.,1
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-kmfyfh.xyz/verify",1
Congratulations! You won a prize. Claim at http://prize-claim-pgxpik.com/winner,1
Thanks for your order! Your package will arrive in 3-5 business days.,0
Your password expires today. Reset at http://account-reset-fysqdz.xyz/password,1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-iegmst.xyz/password,1
URGENT: Your PayPal account needs verification. Click http://paypal-htwvkk.com/update now.,1
URGENT: Your PayPal account needs verification. Click http://paypal-ayrvxi.com/update now.,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-jaofwv.xyz/verify",1
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Thanks for your order! Your package will arrive in 3-5 business days.,0
"Hi, please find the meeting notes attached. Let me know if you have questions.",0
Reminder: team standup tomorrow at 10am. Agenda: sprint review and planning.,0
The quarterly report is ready for review. I've uploaded it to the shared drive.,0
Your password expires today. Reset at http://account-reset-tnwwov.xyz/password,1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-brjyqd.xyz/verify",1
"Dear customer, your account has been suspended. Verify immediately at http://secure-login-pzzxtb.xyz/verify",1
